step,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
0,662931726,2,1,28007,348934600,28007,1,30.74,0
0,671524709,5,1,28007,348934600,28007,1,58.33,0
0,476477241,4,0,28007,348934600,28007,1,44.07,0
0,327430270,5,1,28007,348934600,28007,1,6.52,0
0,1879341237,4,0,28007,1823072687,28007,1,2.96,0
0,1655037147,2,1,28007,348934600,28007,1,44.69,0
0,864655240,2,1,28007,1823072687,28007,1,5.01,0
0,72353846,2,0,28007,348934600,28007,1,9.74,0
0,1591908890,2,0,28007,348934600,28007,1,10.1,0
0,1156346576,4,1,28007,348934600,28007,1,58.64,0
0,1771717627,2,1,28007,348934600,28007,1,29.2,0
0,156162339,2,1,28007,85975013,28007,3,32.6,0
0,588719767,2,0,28007,348934600,28007,1,52.35,0
0,118437987,2,0,28007,1053599405,28007,2,159.92,0
0,1130259702,3,0,28007,348934600,28007,1,26.37,0
0,1738944491,2,0,28007,348934600,28007,1,49.07,0
0,1950723662,2,1,28007,348934600,28007,1,35.74,0
0,1987405562,5,1,28007,1823072687,28007,1,47.53,0
0,1988407051,5,0,28007,348934600,28007,1,29.87,0
0,1698653726,2,0,28007,348934600,28007,1,20.31,0
0,1952040134,3,1,28007,348934600,28007,1,10.59,0
0,1769470125,2,1,28007,348934600,28007,1,21.92,0
0,583110837,3,0,28007,480139044,28007,2,44.26,1
0,1332295774,3,0,28007,480139044,28007,2,324.5,1
0,603564532,1,0,28007,1823072687,28007,1,26.07,0
0,2072009750,2,1,28007,348934600,28007,1,10.88,0
0,545248492,4,0,28007,348934600,28007,1,8.05,0
0,1055224400,3,1,28007,348934600,28007,1,25.59,0
0,1619755203,5,1,28007,348934600,28007,1,15.26,0
0,1697851479,3,0,28007,348934600,28007,1,20.73,0
0,1255236689,1,1,28007,348934600,28007,1,68.17,0
0,603081336,3,1,28007,348934600,28007,1,34.75,0
0,274486575,2,1,28007,692898500,28007,2,171.07,0
0,1569939854,6,1,28007,348934600,28007,1,50.31,0
0,648063518,3,0,28007,348934600,28007,1,17.87,0
0,1488142454,2,1,28007,348934600,28007,1,5.96,0
0,384665757,3,1,28007,1823072687,28007,1,13.08,0
0,131559770,6,1,28007,348934600,28007,1,51.99,0
0,1547534233,2,1,28007,348934600,28007,1,9.54,0
0,76969430,2,0,28007,1823072687,28007,1,61.33,0
0,896887653,3,0,28007,348934600,28007,1,47.72,0
0,281893917,3,0,28007,348934600,28007,1,1.72,0
0,120661238,6,0,28007,348934600,28007,1,8.14,0
0,1617276678,3,0,28007,348934600,28007,1,43.76,0
0,1499019507,2,0,28007,348934600,28007,1,52.36,0
0,83086349,6,0,28007,1823072687,28007,1,14.2,0
0,2006367089,6,1,28007,1823072687,28007,1,2.06,0
0,870367228,4,0,28007,348934600,28007,1,45.32,0
0,966335674,3,0,28007,348934600,28007,1,10.38,0
0,694265356,3,1,28007,348934600,28007,1,2.46,0
0,400803731,2,1,28007,348934600,28007,1,40.15,0
0,477595630,4,0,28007,348934600,28007,1,4.96,0
0,1721541488,2,0,28007,348934600,28007,1,43.55,0
0,949023995,3,0,28007,348934600,28007,1,8.56,0
0,439601438,5,1,28007,348934600,28007,1,28.06,0
0,1482560016,5,0,28007,348934600,28007,1,7.89,0
0,13098029,5,1,28007,348934600,28007,1,44.59,0
0,672742304,4,0,28007,348934600,28007,1,10.84,0
0,916497516,3,1,28007,348934600,28007,1,13.35,0
0,1403689550,2,1,28007,348934600,28007,1,10.49,0
0,869565327,5,1,28007,348934600,28007,1,6.19,0
0,1085056650,1,1,28007,348875670,28007,9,114.54,0
0,1035681921,1,0,28007,348934600,28007,1,23.97,0
0,1476505660,1,1,28007,348934600,28007,1,7.75,0
0,948004275,2,0,28007,151143676,28007,8,36.41,0
0,650108285,4,1,28007,1053599405,28007,2,11.83,0
0,2041218422,3,0,28007,1823072687,28007,1,4.23,0
0,2081956948,2,0,28007,348934600,28007,1,11.23,0
0,1305339250,4,0,28007,348934600,28007,1,20.55,0
0,1459810780,2,1,28007,348934600,28007,1,43.78,0
0,433481742,4,1,28007,348934600,28007,1,10.96,0
0,288684762,3,0,28007,348934600,28007,1,33.27,0
0,1817842389,5,0,28007,692898500,28007,2,109.26,0
0,206074131,5,1,28007,348934600,28007,1,38.38,0
0,1502804084,2,1,28007,348934600,28007,1,1.01,0
0,2134043204,3,0,28007,348934600,28007,1,31.73,0
0,662187574,2,0,28007,348934600,28007,1,13.33,0
0,2039473569,2,0,28007,348934600,28007,1,68.39,0
0,370861553,2,0,28007,348934600,28007,1,2.46,0
0,1187730955,3,0,28007,1823072687,28007,1,33.71,0
0,426128777,3,1,28007,348934600,28007,1,39.96,0
0,779868884,1,0,28007,348934600,28007,1,17.56,0
0,2092526272,6,1,28007,840466850,28007,4,163.56,0
0,1450354557,3,1,28007,348934600,28007,1,23.24,0
0,1313060996,3,1,28007,348934600,28007,1,26.46,0
0,1091966081,3,1,28007,348934600,28007,1,13.56,0
0,564600361,2,0,28007,348934600,28007,1,25.53,0
0,661876608,1,1,28007,1741626453,28007,6,11.83,0
0,1871594117,1,0,28007,348934600,28007,1,24.15,0
0,759167881,2,1,28007,348934600,28007,1,2.63,0
0,359668643,2,0,28007,348934600,28007,1,31.2,0
0,1536083561,2,1,28007,348934600,28007,1,4.15,0
0,2043927860,2,0,28007,348934600,28007,1,29.95,0
0,1159406873,3,1,28007,348934600,28007,1,58.95,0
0,1463833315,1,0,28007,1053599405,28007,2,7.94,0
0,1206604144,2,1,28007,348934600,28007,1,37.8,0
0,673469784,3,1,28007,348934600,28007,1,55.19,0
0,994739890,5,0,28007,348934600,28007,1,32.95,0
0,409331076,4,0,28007,1823072687,28007,1,50.9,0
0,1229072215,3,0,28007,348934600,28007,1,15.69,0
0,1070277785,4,1,28007,348934600,28007,1,14.36,0
0,1324001180,2,0,28007,1823072687,28007,1,50.57,0
0,1424475955,3,0,28007,348934600,28007,1,37.73,0
0,1423644375,2,0,28007,348934600,28007,1,30.98,0
0,2042503226,2,1,28007,348934600,28007,1,10.37,0
0,2038427935,3,1,28007,348934600,28007,1,64.69,0
0,1549232957,3,0,28007,1823072687,28007,1,44.5,0
0,1314685160,1,0,28007,348934600,28007,1,5.5,0
0,276142295,3,0,28007,348934600,28007,1,30.86,0
0,2035341190,2,0,28007,348934600,28007,1,61.83,0
0,1846578588,3,0,28007,348934600,28007,1,55.55,0
0,2029028090,4,0,28007,348934600,28007,1,73.36,0
0,1568358546,2,1,28007,348934600,28007,1,47.14,0
0,1818841328,2,0,28007,348934600,28007,1,14.55,0
0,142251484,6,0,28007,348934600,28007,1,44.22,0
0,413843100,3,1,28007,348934600,28007,1,38.2,0
0,1368210201,2,1,28007,348934600,28007,1,12.55,0
0,747590731,3,1,28007,348934600,28007,1,0.1,0
0,1032715879,3,1,28007,85975013,28007,3,36.55,0
0,441989517,3,1,28007,348934600,28007,1,15.04,0
0,1506293914,5,0,28007,1823072687,28007,1,54.45,0
0,1800696439,5,0,28007,348934600,28007,1,66.57,0
0,1385780363,4,1,28007,348934600,28007,1,56.93,0
0,947010068,4,1,28007,348934600,28007,1,3.5,0
0,1939799337,4,1,28007,348934600,28007,1,11.78,0
0,1842441894,3,0,28007,1535107174,28007,5,52.38,0
0,207576555,3,1,28007,348934600,28007,1,31.98,0
0,334817037,3,0,28007,348934600,28007,1,27.98,0
0,1436756684,2,1,28007,692898500,28007,2,187.62,0
0,1419246450,3,0,28007,1823072687,28007,1,19.23,0
0,1025104996,5,0,28007,1823072687,28007,1,47.82,0
0,1325638360,5,0,28007,348934600,28007,1,28.6,0
0,655150548,1,1,28007,348934600,28007,1,7.06,0
0,75274383,4,0,28007,85975013,28007,3,49.59,0
0,357634845,3,0,28007,1823072687,28007,1,12.16,0
0,1394428191,1,1,28007,348934600,28007,1,20.96,0
0,602096181,1,1,28007,85975013,28007,3,36.9,0
0,1815496848,2,0,28007,348934600,28007,1,11.06,0
0,326482046,3,0,28007,1823072687,28007,1,9.59,0
0,524644424,4,0,28007,348934600,28007,1,41.33,0
0,411345215,1,1,28007,348934600,28007,1,25.23,0
0,447271561,3,0,28007,855959430,28007,7,2.09,0
0,1808964355,1,1,28007,348934600,28007,1,3.62,0
0,1730375460,2,1,28007,348934600,28007,1,24.29,0
0,982406682,1,0,28007,1823072687,28007,1,22.84,0
0,665566426,3,1,28007,85975013,28007,3,40.69,0
0,395508885,4,0,28007,348934600,28007,1,5.31,0
0,369046885,4,0,28007,348934600,28007,1,41.67,0
0,1445784416,4,0,28007,348934600,28007,1,30.57,0
0,236999052,1,0,28007,1823072687,28007,1,8.71,0
0,1316262830,1,1,28007,348934600,28007,1,3.03,0
0,1935421495,1,1,28007,348934600,28007,1,13.72,0
0,1960866892,2,0,28007,855959430,28007,7,22.65,0
0,677561666,1,1,28007,348934600,28007,1,19.73,0
0,1916796804,4,1,28007,348934600,28007,1,33.12,0
0,1956819896,2,0,28007,348934600,28007,1,6.09,0
0,626836922,5,1,28007,348934600,28007,1,37.25,0
0,526635102,2,0,28007,348934600,28007,1,19.97,0
0,1778762788,2,1,28007,349281107,28007,10,15.31,0
0,427983732,4,1,28007,348934600,28007,1,19.19,0
0,2132111174,3,1,28007,348934600,28007,1,48.26,0
0,991774315,3,1,28007,349281107,28007,10,79.71,0
0,720418898,3,0,28007,348934600,28007,1,16.47,0
0,956954767,3,1,28007,348934600,28007,1,54.54,0
0,1711634686,3,1,28007,348934600,28007,1,44.5,0
0,1711699171,2,0,28007,348934600,28007,1,35.39,0
0,1937615372,4,1,28007,85975013,28007,3,22.42,0
0,564451627,3,1,28007,348934600,28007,1,67.88,0
0,897057254,2,1,28007,348934600,28007,1,4.02,0
0,1196357413,3,1,28007,1823072687,28007,1,11.95,0
0,203427830,2,1,28007,348934600,28007,1,16.6,0
0,1320820565,2,1,28007,348934600,28007,1,61.9,0
0,1803181641,2,0,28007,348934600,28007,1,48.24,0
0,1723897078,2,1,28007,348934600,28007,1,41.98,0
0,170769685,4,0,28007,348934600,28007,1,5.67,0
0,1710930627,2,1,28007,1823072687,28007,1,17.37,0
0,1468082478,4,1,28007,1823072687,28007,1,14.87,0
0,998690782,2,0,28007,85975013,28007,3,46.88,0
0,2126019044,4,0,28007,348934600,28007,1,2.81,0
0,296630818,3,0,28007,348934600,28007,1,18.25,0
0,1050458046,6,0,28007,348934600,28007,1,8.6,0
0,1275741147,3,1,28007,348934600,28007,1,20.37,0
0,1264836741,2,1,28007,348934600,28007,1,25.95,0
0,1807259356,3,1,28007,348934600,28007,1,62.76,0
0,108794529,4,1,28007,348934600,28007,1,17.36,0
0,495652708,2,0,28007,1823072687,28007,1,71.65,0
0,1437990673,2,1,28007,348934600,28007,1,6.34,0
0,1959067413,4,0,28007,209847108,28007,5,86.09,0
0,1514973352,2,1,28007,348934600,28007,1,28.82,0
0,741680636,4,0,28007,348934600,28007,1,19.55,0
0,1465698425,2,0,28007,2122776122,28007,11,98.19,0
0,1452020181,5,0,28007,348934600,28007,1,10.41,0
0,1760986787,2,0,28007,85975013,28007,3,30.92,0
0,1426006139,4,1,28007,348934600,28007,1,22.68,0
0,179748485,2,0,28007,348934600,28007,1,50.9,0
0,936853935,3,0,28007,1823072687,28007,1,49.54,0
0,1660043980,3,1,28007,1823072687,28007,1,38.58,0
0,1951890364,3,1,28007,348934600,28007,1,1.95,0
0,386205251,2,1,28007,1823072687,28007,1,16.4,0
0,1935661715,2,0,28007,348934600,28007,1,4.19,0
0,294914134,2,1,28007,1823072687,28007,1,62.11,0
0,1999090638,2,1,28007,348934600,28007,1,15.84,0
0,1890250226,3,0,28007,348934600,28007,1,31.45,0
0,1426420214,1,0,28007,348934600,28007,1,26.7,0
0,1687751654,3,0,28007,348934600,28007,1,51.36,0
0,1522289895,3,1,28007,348934600,28007,1,21.61,0
0,873821675,4,0,28007,348934600,28007,1,17.76,0
0,1637357651,3,0,28007,151143676,28007,8,23.56,0
0,72452640,2,1,28007,348934600,28007,1,15.87,0
0,800967034,3,1,28007,1823072687,28007,1,1.21,0
0,1223439629,4,0,28007,348934600,28007,1,46.29,0
0,1915603015,4,1,28007,348934600,28007,1,21.5,0
0,1896250849,1,0,28007,1823072687,28007,1,31.51,0
0,1680004438,2,1,28007,348934600,28007,1,44.31,0
0,1276892406,4,0,28007,348934600,28007,1,38.26,0
0,1439470393,2,1,28007,1823072687,28007,1,15.49,0
0,181787207,3,0,28007,1873032707,28007,9,71.76,0
0,2063978670,2,0,28007,2011752106,28007,9,194.59,0
0,766302474,4,1,28007,348934600,28007,1,44.57,0
0,1913127981,4,1,28007,348934600,28007,1,21.21,0
0,1732752834,3,0,28007,348934600,28007,1,24.87,0
0,1095604325,1,1,28007,348934600,28007,1,19.38,0
0,245019752,2,1,28007,348934600,28007,1,55.7,0
0,954150626,6,1,28007,348934600,28007,1,16.78,0
0,1658315324,4,0,28007,348934600,28007,1,31.9,0
0,1060470494,2,1,28007,1823072687,28007,1,31.59,0
0,1053477622,2,0,28007,348934600,28007,1,8.66,0
0,1571595392,2,0,28007,348934600,28007,1,6.21,0
0,1633477199,2,0,28007,348934600,28007,1,57.17,0
0,1990073844,4,0,28007,1823072687,28007,1,24.57,0
0,1004300450,4,0,28007,348934600,28007,1,4.2,0
0,756645719,2,1,28007,348934600,28007,1,26.52,0
0,1057285507,5,0,28007,348934600,28007,1,31.93,0
0,2144562698,1,1,28007,1535107174,28007,5,55.3,0
0,1475486134,5,0,28007,348934600,28007,1,31.14,0
0,1813956515,1,0,28007,1823072687,28007,1,14.36,0
0,1600642825,3,1,28007,1823072687,28007,1,26.93,0
0,1936855292,3,1,28007,348934600,28007,1,19.42,0
0,1128349548,2,1,28007,348934600,28007,1,36.62,0
0,956414645,2,1,28007,348934600,28007,1,1.18,0
0,1807153148,4,1,28007,348934600,28007,1,11.41,0
0,696052681,2,1,28007,348934600,28007,1,16.1,0
0,173276320,2,1,28007,1823072687,28007,1,35.61,0
0,1161671147,2,1,28007,348934600,28007,1,27.32,0
0,295362058,4,0,28007,348934600,28007,1,3.3,0
0,822689044,2,0,28007,348934600,28007,1,28.13,0
0,1353776547,6,0,28007,857378720,28007,9,49,0
0,105013970,3,0,28007,348934600,28007,1,79.35,0
0,777971561,2,1,28007,1198415165,28007,5,122.26,0
0,23049140,5,1,28007,348934600,28007,1,17.51,0
0,1991820533,5,0,28007,348934600,28007,1,15.72,0
0,1580025618,2,1,28007,348934600,28007,1,61.93,0
0,713872230,2,0,28007,1823072687,28007,1,18.81,0
0,130295904,3,1,28007,348934600,28007,1,38.88,0
0,1435043122,5,0,28007,1823072687,28007,1,33.02,0
0,1963617384,2,1,28007,348934600,28007,1,51.86,0
0,5191822,1,1,28007,1748431652,28007,5,45.19,0
0,1350793893,1,0,28007,209847108,28007,5,60.71,0
0,359698649,3,1,28007,348934600,28007,1,38.78,0
0,241071592,2,0,28007,348934600,28007,1,38.92,0
0,177123752,4,0,28007,348934600,28007,1,11.73,0
0,1867965524,4,0,28007,348934600,28007,1,47.16,0
0,417912401,3,1,28007,348934600,28007,1,40.66,0
0,862785719,3,1,28007,348934600,28007,1,33.62,0
0,1373973501,4,1,28007,1823072687,28007,1,6.58,0
0,161101673,2,0,28007,1823072687,28007,1,26.27,0
0,1714676783,3,0,28007,348934600,28007,1,44.36,0
0,679458582,4,1,28007,348934600,28007,1,23.72,0
0,656405809,1,0,28007,348934600,28007,1,59.78,0
0,757950779,6,0,28007,348934600,28007,1,36.68,0
0,278501873,2,1,28007,348934600,28007,1,29.92,0
0,812882942,1,1,28007,348934600,28007,1,31.64,0
0,1359606474,3,1,28007,348934600,28007,1,20.33,0
0,456338836,5,1,28007,348934600,28007,1,29.03,0
0,210563051,3,0,28007,348934600,28007,1,2.66,0
0,1891401770,4,1,28007,480139044,28007,2,266.59,0
0,450548035,3,0,28007,348934600,28007,1,20.5,0
0,1378412230,2,1,28007,348934600,28007,1,47.86,0
0,253956131,6,0,28007,1535107174,28007,5,37.43,0
0,131296547,2,0,28007,348934600,28007,1,26.79,0
0,1082594377,2,1,28007,980657600,28007,6,88.2,0
0,1076053396,4,0,28007,348934600,28007,1,42.58,0
0,2127479268,5,1,28007,348934600,28007,1,18.48,0
0,1535613790,3,0,28007,1823072687,28007,1,35.89,0
0,227186054,6,1,28007,348934600,28007,1,46.19,0
0,1701338775,5,1,28007,348934600,28007,1,60.05,0
0,74848504,3,1,28007,1823072687,28007,1,29.1,0
0,1902104464,6,1,28007,348934600,28007,1,44.51,0
0,64700533,3,1,28007,348934600,28007,1,12.53,0
0,1996249538,2,0,28007,85975013,28007,3,35.23,0
0,2704357,4,1,28007,348934600,28007,1,3.92,0
0,77017704,2,1,28007,348934600,28007,1,23.03,0
0,1988025089,2,1,28007,348934600,28007,1,28.91,0
0,1559091388,4,1,28007,348934600,28007,1,48.62,0
0,1807567788,4,0,28007,1823072687,28007,1,24.31,0
0,1216409727,3,1,28007,348934600,28007,1,30.78,0
0,1862556322,3,1,28007,348934600,28007,1,14.35,0
0,251602943,2,1,28007,348934600,28007,1,22.14,0
0,566582492,3,0,28007,348934600,28007,1,28.63,0
0,1693925346,4,1,28007,348934600,28007,1,88.54,0
0,286580355,6,0,28007,348934600,28007,1,18.53,0
0,1214229415,4,1,28007,348934600,28007,1,98.35,0
0,344259725,3,0,28007,348934600,28007,1,16.1,0
0,1022530210,4,0,28007,348934600,28007,1,37.95,0
0,1658591237,1,0,28007,348934600,28007,1,25.28,0
0,324333692,4,1,28007,348934600,28007,1,12.27,0
0,1266329800,4,1,28007,348934600,28007,1,55.1,0
0,1952109278,1,0,28007,348934600,28007,1,0.61,0
0,1457092141,2,1,28007,348934600,28007,1,4.39,0
0,2038018161,2,0,28007,348934600,28007,1,20.93,0
0,1390331883,2,1,28007,151143676,28007,8,49.65,0
0,2131498052,5,0,28007,1352454843,28007,9,71,0
0,106333716,3,1,28007,348934600,28007,1,42.8,0
0,1635987808,5,1,28007,348934600,28007,1,5.35,0
0,2038979642,3,1,28007,1823072687,28007,1,32.86,0
0,1525483242,3,0,28007,1823072687,28007,1,46,0
0,1615196201,1,1,28007,348934600,28007,1,31.74,0
0,1129111658,5,1,28007,348934600,28007,1,25.88,0
0,529768403,6,1,28007,348934600,28007,1,6.28,0
0,1360225709,5,1,28007,855959430,28007,7,61.75,0
0,193924578,4,1,28007,1823072687,28007,1,52.47,0
0,344248234,2,0,28007,348934600,28007,1,16.91,0
0,612357573,6,0,28007,348934600,28007,1,2.53,0
0,823891015,2,1,28007,348934600,28007,1,50.36,0
0,1452354279,3,0,28007,348934600,28007,1,8.02,0
0,601235628,4,1,28007,1823072687,28007,1,19.46,0
0,1763371495,2,1,28007,348934600,28007,1,15.97,0
0,381250974,2,1,28007,348934600,28007,1,32.55,0
0,1459624061,4,1,28007,348934600,28007,1,35.56,0
0,1457264318,3,1,28007,1823072687,28007,1,9.17,0
0,2057462116,1,0,28007,348934600,28007,1,10.42,0
0,1296664552,3,0,28007,855959430,28007,7,49.3,0
0,1939349733,2,0,28007,348934600,28007,1,29.36,0
0,1784864427,5,0,28007,348934600,28007,1,36.9,0
0,448612141,3,0,28007,348934600,28007,1,26.78,0
0,1519265307,5,1,28007,348934600,28007,1,23.05,0
0,734817849,2,0,28007,348934600,28007,1,31.42,0
0,742784538,3,0,28007,1823072687,28007,1,16.17,0
0,1230747575,3,0,28007,855959430,28007,7,15.26,0
0,752270622,1,1,28007,348934600,28007,1,13.96,0
0,1920284556,2,1,28007,348934600,28007,1,17.37,0
0,965952231,5,0,28007,348934600,28007,1,2.04,0
0,837031785,3,1,28007,348934600,28007,1,6.43,0
0,1667929755,3,1,28007,1823072687,28007,1,12.85,0
0,33469777,1,0,28007,348934600,28007,1,10.28,0
0,1807765388,3,1,28007,348934600,28007,1,23.67,0
0,1918953803,2,1,28007,348934600,28007,1,11.44,0
0,1352750459,6,0,28007,348934600,28007,1,11.76,0
0,1051712338,4,0,28007,348934600,28007,1,23.93,0
0,399061526,2,1,28007,1823072687,28007,1,2.1,0
0,1108967401,1,0,28007,348934600,28007,1,9.25,0
0,1782998558,3,1,28007,348934600,28007,1,21.04,0
0,1089903335,3,0,28007,348934600,28007,1,12.82,0
0,1591441443,6,0,28007,85975013,28007,3,19.05,0
0,1080719046,3,0,28007,348934600,28007,1,10.88,0
0,151715772,3,1,28007,348934600,28007,1,25.22,0
0,1731135780,2,0,28007,348934600,28007,1,13.44,0
0,1556912476,3,1,28007,348934600,28007,1,42.69,0
0,108266856,3,1,28007,1823072687,28007,1,55.84,0
0,1656440641,2,0,28007,348934600,28007,1,41.79,0
0,138375181,5,1,28007,855959430,28007,7,69.65,0
0,1200227736,2,0,28007,348934600,28007,1,0.3,0
0,171345183,3,1,28007,348934600,28007,1,12.61,0
0,139784508,2,0,28007,1823072687,28007,1,6.18,0
0,1568308501,3,0,28007,348934600,28007,1,27.67,0
0,951689990,3,1,28007,348934600,28007,1,44.8,0
0,1944210063,3,0,28007,348934600,28007,1,27.85,0
0,1657925669,3,1,28007,348934600,28007,1,34.31,0
0,1160421902,3,0,28007,857378720,28007,9,176.32,1
0,966214713,3,0,28007,857378720,28007,9,337.41,1
0,57136184,6,1,28007,348934600,28007,1,15.99,0
0,494777408,2,0,28007,348934600,28007,1,19.39,0
0,1089848865,3,1,28007,348934600,28007,1,28.32,0
0,19820082,5,1,28007,348934600,28007,1,11.03,0
0,1643499361,4,0,28007,1823072687,28007,1,4.88,0
0,956700475,4,1,28007,348934600,28007,1,29.93,0
0,914285365,4,0,28007,348934600,28007,1,54.17,0
0,1341517098,4,1,28007,348934600,28007,1,18.54,0
0,956898918,2,1,28007,348934600,28007,1,24.44,0
0,563130428,3,0,28007,348934600,28007,1,25.85,0
0,1017469037,2,0,28007,348934600,28007,1,8.06,0
0,286547187,2,0,28007,348934600,28007,1,6.35,0
0,1689083890,2,1,28007,85975013,28007,3,47.44,0
0,966984015,4,0,28007,348934600,28007,1,38.32,0
0,356873706,3,0,28007,1823072687,28007,1,13.79,0
0,1905402681,1,0,28007,348934600,28007,1,1.51,0
0,715527139,1,0,28007,480139044,28007,2,44.14,0
0,1154631581,5,0,28007,348934600,28007,1,37.67,0
0,1913314890,3,1,28007,348934600,28007,1,25.3,0
0,2110568911,2,1,28007,348934600,28007,1,57.26,0
0,856318696,2,1,28007,348934600,28007,1,54.22,0
0,566232847,3,0,28007,348934600,28007,1,16.42,0
0,1756466427,4,0,28007,348934600,28007,1,16.47,0
0,2026269026,3,0,28007,1198415165,28007,5,40.31,0
0,843090653,4,1,28007,855959430,28007,7,57.28,0
0,475340225,2,0,28007,1823072687,28007,1,6.01,0
0,1102464953,4,1,28007,348934600,28007,1,6.63,0
0,755000520,2,1,28007,348934600,28007,1,44.27,0
0,385721880,2,0,28007,1823072687,28007,1,2.93,0
0,1969430351,3,0,28007,85975013,28007,3,6.92,0
0,1817318774,2,1,28007,980657600,28007,6,106.29,0
0,2075935351,3,1,28007,1823072687,28007,1,21.25,0
0,862267590,4,0,28007,348934600,28007,1,33.28,0
0,1799527037,2,0,28007,855959430,28007,7,19.21,0
0,26045684,4,1,28007,348934600,28007,1,15.34,0
0,1803364571,5,0,28007,348934600,28007,1,27.81,0
0,2145933360,5,1,28007,348934600,28007,1,57.79,0
0,126488680,4,0,28007,348934600,28007,1,11.34,0
0,635222317,3,1,28007,348934600,28007,1,54.83,0
0,1070471979,3,0,28007,85975013,28007,3,44.77,0
0,1854104284,2,1,28007,348934600,28007,1,29.94,0
0,2086664398,2,1,28007,85975013,28007,3,1.6,0
0,1615671416,6,1,28007,348934600,28007,1,17.74,0
0,1767072624,2,1,28007,348934600,28007,1,50.91,0
0,856674856,2,1,28007,348934600,28007,1,31.34,0
0,1688605578,3,0,28007,348934600,28007,1,13.09,0
0,845102514,4,0,28007,85975013,28007,3,13.85,0
0,1259760240,2,1,28007,348934600,28007,1,7.11,0
